取引日,前日清算価格,始値,高値,安値,終値,当日清算価格,前日比,スワップポイント,取引数量,建玉数量
2005-07-01,110.88,110.76,111.6,110.72,111.6,111.74,0.86,104,26,5
2005-07-04,111.74,,,,,111.63,-0.11,100,,5
2005-07-05,111.63,111.54,112.13,111.54,111.62,111.73,0.1,101,33,18
2005-07-06,111.73,112.21,112.21,112.21,112.21,112.17,0.44,303,10,18
2005-07-07,112.17,111.62,112.01,111.62,112.01,112.09,-0.08,100,24,26
2005-07-08,112.09,112.39,112.45,111.97,111.97,112.18,0.09,100,14,33
2005-07-11,112.18,111.96,112,111.72,111.72,111.81,-0.37,101,36,63
2005-07-12,111.81,111.62,111.62,110.86,110.9,110.84,-0.97,100,41,102
2005-07-13,110.84,111.11,112.15,111.05,111.92,111.87,1.03,405,112,66
2005-07-14,111.87,112.00,112.36,111.81,112.36,112.31,0.44,100,138,71
2005-07-15,112.31,112.28,112.38,111.8,112.25,112.23,-0.08,,379,102
2005-07-18,112.23,112.29,112.29,111.56,111.95,111.95,-0.28,101,129,171
2005-07-19,111.95,112.06,112.98,112.06,112.73,112.7,0.75,102,133,81
2005-07-20,112.7,112.79,113.71,112.55,112.73,112.87,0.17,304,419,211
2005-07-21,112.87,112.82,112.82,109.95,109.95,110.27,-2.6,99,472,398
2005-07-22,110.27,110.43,111.45,110.43,111.45,111.26,0.99,99,192,419
2005-07-25,111.26,111.66,111.96,111.37,111.47,111.5,0.24,101,154,427
2005-07-26,111.5,111.75,112.62,111.72,112.36,112.53,1.03,101,316,325
2005-07-27,112.53,112.48,112.78,112.15,112.19,112.44,-0.09,309,165,409
2005-07-28,112.44,112.47,112.85,112,112.06,112.1,-0.34,101,430,525
2005-07-29,112.1,112.2,112.41,111.94,112.41,112.41,0.31,101,177,551
2005-08-01,112.41,112.62,112.75,111.75,112.23,112.19,-0.22,100,360,665
2005-08-02,112.19,112.35,112.35,111.15,111.28,111.47,-0.72,101,364,821
2005-08-03,111.47,111.44,111.9,110.99,111.09,111.09,-0.38,312,343,859
2005-08-04,111.09,111.22,111.6,110.75,111.29,111.24,0.15,105,478,761
2005-08-05,111.24,111.19,112.2,111.15,112.04,112.04,0.8,108,506,646
2005-08-08,112.04,112.23,112.61,111.55,112.1,112.18,0.14,109,"1,424","1,105"
2005-08-09,112.18,112.19,112.22,111.68,111.96,111.94,-0.24,108,345,"1,147"
2005-08-10,111.94,111.85,111.85,110.43,110.73,110.66,-1.28,321,733,"1,285"
2005-08-11,110.66,110.65,110.65,109.58,109.66,109.69,-0.97,107,487,"1,544"
2005-08-12,109.69,109.67,109.92,109.33,109.4,109.4,-0.29,107,325,"1,696"
2005-08-15,109.4,109.36,109.8,109.23,109.23,109.23,-0.17,105,322,"1,717"
2005-08-16,109.23,109.32,109.65,109.06,109.48,109.53,0.3,105,203,"1,755"
2005-08-17,109.53,109.65,110.05,109.5,109.95,109.95,0.42,317,391,"1,703"
2005-08-18,109.95,109.99,110.65,109.99,110.65,110.55,0.6,105,278,"1,725"
2005-08-19,110.55,110.51,110.84,110.35,110.4,110.4,-0.15,105,141,"1,684"
2005-08-22,110.4,110.5,110.5,109.43,109.68,109.78,-0.62,106,573,"1,829"
2005-08-23,109.78,109.66,110.16,109.65,109.88,109.88,0.1,106,330,"1,842"
2005-08-24,109.88,109.93,110.71,109.93,110.2,110.2,0.32,319,584,"1,770"
2005-08-25,110.2,110.3,110.4,109.77,109.88,110.02,-0.18,106,516,"1,947"
2005-08-26,110.02,110.02,110.35,109.39,110.19,110.17,0.15,107,447,"2,006"
2005-08-29,110.17,110.07,110.71,109.91,110.6,110.6,0.43,109,703,"1,733"
2005-08-30,110.6,110.69,111.59,110.55,111.25,111.25,0.65,109,823,"1,682"
2005-08-31,111.25,111.26,111.75,110.39,110.55,110.61,-0.64,430,"1,058","1,978"
2005-09-01,110.61,110.64,110.9,109.65,109.81,109.81,-0.8,,"1,441","2,504"
2005-09-02,109.81,109.74,110.03,109.21,109.7,109.75,-0.06,104,"1,839","2,707"
2005-09-05,109.75,109.77,109.78,108.8,109.16,109.16,-0.59,103,"1,161","2,925"
2005-09-06,109.16,109.17,109.82,109.17,109.71,109.69,0.53,105,797,"2,923"
2005-09-07,109.69,109.6,110.28,109.41,110.11,110.11,0.42,318,"1,366","2,899"
2005-09-08,110.11,110.05,110.6,110.02,110.5,110.53,0.42,108,"1,249","2,878"
2005-09-09,110.53,110.54,110.72,109.5,109.79,109.83,-0.7,108,"2,345","3,187"
2005-09-12,109.83,109.25,110.36,109.17,110.35,110.35,0.52,106,"1,481","3,113"
2005-09-13,110.35,110.36,111.03,110.17,110.65,110.65,0.3,109,"1,994","2,400"
2005-09-14,110.65,110.68,110.81,109.9,110.37,110.37,-0.28,448,"1,732","2,953"
2005-09-15,110.37,110.31,110.74,110.19,110.66,110.66,0.29,114,"1,260","2,543"
2005-09-16,110.66,110.7,111.47,110.48,111.39,111.37,0.71,,"1,566","2,199"
2005-09-19,111.37,111.53,111.68,111.17,111.48,111.48,0.11,114,"1,811","2,148"
2005-09-20,111.48,111.5,111.98,111.15,111.94,111.94,0.46,459,"1,452","1,924"
2005-09-21,111.94,111.97,112.03,110.97,111.27,111.29,-0.65,113,"1,635","2,627"
2005-09-22,111.29,111.3,111.82,111.05,111.71,111.71,0.42,,"1,815","2,368"
2005-09-23,111.71,111.62,112.43,111.07,112.43,112.39,0.68,115,"2,564","1,792"
2005-09-26,112.39,112.47,112.6,112.12,112.2,112.17,-0.22,115,"2,021","1,788"
2005-09-27,112.17,112.19,113.5,112.19,113.31,113.31,1.14,118,"2,372","1,538"
2005-09-28,113.31,113.24,113.43,112.88,113.09,113.12,-0.19,364,"1,957","1,967"
2005-09-29,113.12,113.05,113.23,112.66,113.02,113.02,-0.1,118,"3,078","2,138"
2005-09-30,113.02,113.11,113.7,112.92,113.61,113.61,0.59,118,"2,860","1,802"
2005-10-03,113.61,113.5,114.37,113.46,114.2,114.2,0.59,117,"4,008","2,231"
2005-10-04,114.2,114.17,114.38,114.04,114.24,114.28,0.08,117,"2,984","2,437"
2005-10-05,114.28,114.31,114.39,113.59,113.98,113.98,-0.3,472,"2,999","3,366"
2005-10-06,113.98,113.87,114.18,113.01,113.31,113.27,-0.71,117,"2,351","4,083"
2005-10-07,113.27,113.27,114.01,113.26,113.81,113.78,0.51,,"4,563","3,546"
2005-10-10,113.78,113.73,114.3,113.58,114.07,114.07,0.29,118,"2,988","3,277"
2005-10-11,114.07,114.11,114.63,113.83,114.51,114.55,0.48,118,"2,956","2,988"
2005-10-12,114.55,114.54,114.77,114.27,114.38,114.38,-0.17,355,"4,857","3,236"
2005-10-13,114.38,114.35,115.1,114.2,114.51,114.54,0.16,119,"5,718","3,453"
2005-10-14,114.54,114.48,114.89,113.86,113.96,113.96,-0.58,119,"5,394","4,928"
2005-10-17,113.96,114.16,114.96,113.78,114.91,114.94,0.98,119,"5,940","2,941"
2005-10-18,114.94,114.94,115.94,114.93,115.67,115.71,0.77,120,"5,839","2,925"
2005-10-19,115.71,115.7,115.98,115.26,115.4,115.4,-0.31,358,"7,424","4,667"
2005-10-20,115.4,115.37,115.76,115.28,115.32,115.32,-0.08,119,"6,217","5,368"
2005-10-21,115.32,115.34,115.97,114.99,115.94,115.97,0.65,120,"11,326","3,423"
2005-10-24,115.97,115.88,115.95,115.07,115.45,115.45,-0.52,120,"6,980","5,799"
2005-10-25,115.45,115.39,115.72,114.6,115.08,115.05,-0.4,121,"9,677","10,466"
2005-10-26,115.05,115.01,115.9,114.92,115.85,115.85,0.8,377,"12,068","5,218"
2005-10-27,115.85,115.89,116.25,114.85,115.44,115.44,-0.41,129,"15,759","9,908"
2005-10-28,115.44,115.45,115.67,115.1,115.6,115.64,0.2,129,"8,280","7,429"
2005-10-31,115.64,115.75,116.46,115.55,116.42,116.4,0.76,260,"9,528","4,484"
2005-11-01,116.4,116.61,116.77,116.42,116.76,116.73,0.33,390,"10,947","5,647"
2005-11-02,116.73,116.63,116.99,116.57,116.82,116.88,0.15,,"5,699","5,022"
2005-11-03,116.88,116.88,117.38,116.8,117.19,117.19,0.31,129,"5,324","4,824"
2005-11-04,117.19,117.28,118.35,117.25,118.26,118.24,1.05,129,"12,238","5,490"
2005-11-07,118.24,118.31,118.39,117.47,117.7,117.7,-0.54,130,"9,876","8,372"
2005-11-08,117.7,117.74,117.98,117.11,117.27,117.27,-0.43,524,"10,627","9,631"
2005-11-09,117.27,117.35,117.73,116.86,117.57,117.57,0.3,,"13,404","9,178"
2005-11-10,117.57,117.58,118.26,117.35,118.24,118.24,0.67,130,"14,939","7,459"
2005-11-11,118.24,118.12,118.2,117.65,117.99,117.99,-0.25,131,"6,730","8,086"
2005-11-14,117.99,118.07,118.9,117.86,118.84,118.84,0.85,131,"11,305","6,468"
2005-11-15,118.84,118.75,119.44,118.7,118.92,118.92,0.08,130,"18,084","9,546"
2005-11-16,118.92,118.94,119.57,118.82,119.2,119.2,0.28,391,"17,395","10,986"
2005-11-17,119.2,119.16,119.28,118.48,118.84,118.84,-0.36,130,"7,722","14,085"
2005-11-18,118.84,118.84,119.4,118.7,119.15,119.18,0.34,392,"14,390","12,512"
2005-11-21,119.18,119.2,119.43,118.55,119.05,119.05,-0.13,,"15,414","15,930"
2005-11-22,119.05,119.04,119.51,118.68,118.75,118.75,-0.3,,"17,435","13,534"
2005-11-23,118.75,118.77,119.04,118.2,118.72,118.72,-0.03,391,"19,186","17,685"
2005-11-24,118.72,118.76,118.96,118.55,118.94,118.94,0.22,130,"9,210","15,253"
2005-11-25,118.94,118.92,119.7,118.92,119.66,119.64,0.7,131,"16,661","8,553"
2005-11-28,119.64,119.71,119.95,118.33,118.95,118.95,-0.69,131,"21,907","20,528"
2005-11-29,118.95,118.93,119.71,118.78,119.65,119.65,0.7,131,"22,247","18,117"
2005-11-30,119.65,119.72,119.83,119.23,119.78,119.78,0.13,395,"20,941","14,145"
2005-12-01,119.78,119.8,120.72,119.68,120.66,120.63,0.85,133,"24,047","10,912"
2005-12-02,120.63,120.53,121.23,120.19,120.54,120.6,-0.03,132,"32,117","14,469"
2005-12-05,120.6,121.16,121.4,120.7,120.86,120.86,0.26,132,"23,188","22,829"
2005-12-06,120.86,120.9,121.25,120.78,120.86,120.86,,133,"9,393","22,962"
2005-12-07,120.86,120.83,121.16,120.58,121.05,121.05,0.19,414,"12,647","21,304"
2005-12-08,121.05,121.09,121.12,119.98,120.32,120.32,-0.73,139,"16,720","25,282"
2005-12-09,120.32,120.38,120.75,120.31,120.62,120.65,0.33,139,"11,622","23,149"
2005-12-12,120.65,120.81,121.05,119.52,119.75,119.75,-0.9,139,"24,033","29,041"
2005-12-13,119.75,119.83,120.45,119.63,119.92,119.92,0.17,140,"15,612","24,971"
2005-12-14,119.92,120.06,120.2,116.72,117.38,117.38,-2.54,412,"73,707","21,667"
2005-12-15,117.38,117.52,117.71,115.82,116.25,116.25,-1.13,136,"38,224","15,966"
2005-12-16,116.25,116.39,116.52,115.6,115.71,115.71,-0.54,134,"20,942","16,707"
2005-12-19,115.71,115.65,116.6,115.52,116.13,116.13,0.42,136,"15,397","16,621"
2005-12-20,116.13,116.23,117.3,115.96,117.26,117.26,1.13,683,"14,383","16,311"
2005-12-21,117.26,117.12,117.54,116.74,117.35,117.35,0.09,,"10,488","16,870"
2005-12-22,117.35,117.65,117.67,116.41,116.74,116.74,-0.61,,"13,667","18,873"
2005-12-23,116.74,116.65,116.87,116.13,116.32,116.32,-0.42,134,"7,617","19,213"
2005-12-26,116.32,116.5,116.53,116,116.49,116.49,0.17,135,"1,411","18,992"
2005-12-27,116.49,116.36,117.43,116.36,117.42,117.42,0.93,136,"12,227","17,617"
2005-12-28,117.42,117.45,117.95,116.98,117.91,117.91,0.49,747,"12,581","16,757"
2005-12-29,117.91,117.79,118,117.7,117.85,117.85,-0.06,137,"7,721","17,438"
2005-12-30,117.85,117.81,118.18,116.99,118.02,118.02,0.17,,"24,537","15,652"
2006-01-03,118.02,117.8,117.9,116,116.24,116.22,-1.8,136,"18,381","21,367"
2006-01-04,116.22,116.22,116.47,115.61,116.12,116.12,-0.1,544,"10,463","21,176"
2006-01-05,116.12,116.12,116.45,115.74,115.89,115.92,-0.2,135,"7,885","21,513"
2006-01-06,115.92,116.09,116.28,114.25,114.41,114.41,-1.51,,"21,735","20,345"
2006-01-09,114.41,114.57,114.76,113.77,114.47,114.45,0.04,133,"14,220","18,323"
2006-01-10,114.45,114.54,114.8,114.14,114.34,114.34,-0.11,134,"6,582","18,242"
2006-01-11,114.34,114.44,114.9,113.9,114.2,114.2,-0.14,539,"11,981","19,501"
2006-01-12,114.2,114.23,114.45,113.4,114.36,114.36,0.16,,"15,680","17,891"
2006-01-13,114.36,114.57,114.8,114.17,114.21,114.21,-0.15,135,"11,274","18,444"
2006-01-16,114.21,114.17,115.12,113.79,114.95,114.95,0.74,134,"11,035","16,214"
2006-01-17,114.95,115.15,115.94,114.57,115.5,115.48,0.53,134,"12,812","15,974"
2006-01-18,115.48,115.43,115.88,114.8,115.24,115.24,-0.24,405,"9,288","17,596"
2006-01-19,115.24,115.22,115.59,114.95,115.39,115.36,0.12,131,"5,552","17,139"
2006-01-20,115.36,115.5,115.68,114.96,115.25,115.25,-0.11,134,"7,839","16,770"
2006-01-23,115.25,115.18,115.27,114.14,114.42,114.42,-0.83,133,"10,205","18,420"
2006-01-24,114.42,114.52,114.85,114.33,114.7,114.7,0.28,136,"4,490","18,222"
2006-01-25,114.7,114.88,116,114.64,115.83,115.83,1.13,418,"13,792","15,291"
2006-01-26,115.83,115.84,116.52,115.45,116.42,116.42,0.59,141,"9,168","14,668"
2006-01-27,116.42,116.57,117.42,116.11,117.25,117.3,0.88,143,"15,042","14,408"
2006-01-30,117.3,117.19,117.81,117,117.62,117.62,0.32,145,"9,502","15,569"
2006-01-31,117.62,117.69,117.78,116.7,117.18,117.22,-0.4,144,"18,187","20,541"
2006-02-01,117.22,117.23,118.17,117.05,118.05,118,0.78,436,"12,286","16,198"
2006-02-02,118,118.09,118.65,117.88,118.55,118.53,0.53,146,"12,139","18,229"
2006-02-03,118.53,118.56,119.4,118.34,119.03,118.99,0.46,145,"17,340","17,256"
2006-02-06,188.99,188.94,119.11,118.49,119.04,119.04,0.05,146,"10,217","17,145"
2006-02-07,119.04,119,119.18,117.6,117.95,117.93,-1.11,144,"16,414","18,881"
2006-02-08,117.93,117.78,118.8,117.55,118.5,118.5,0.57,437,"9,688","17,668"
2006-02-09,118.5,118.55,118.9,118.3,118.82,118.85,0.35,146,"7,175","16,533"
2006-02-10,118.85,118.89,118.95,116.87,117.94,117.94,-0.91,145,"24,179","19,612"
2006-02-13,117.94,117.81,118.27,117.5,117.76,117.76,-0.18,146,"11,932","18,102"
2006-02-14,117.76,117.79,117.79,117.13,117.42,117.42,-0.34,145,"10,040","18,921"
2006-02-15,117.42,117.45,118.13,116.74,117.86,117.84,0.42,584,"16,345","19,218"
2006-02-16,117.84,117.85,118.28,117.55,117.58,117.58,-0.26,,"9,853","18,527"
2006-02-17,117.58,117.65,118.87,117.33,118.24,118.21,0.63,145,"18,074","15,144"
2006-02-20,118.21,118.28,118.3,117.93,118.27,118.27,0.06,144,"5,252","16,206"
2006-02-21,118.27,118.3,119,118.28,118.71,118.71,0.44,147,"10,928","16,136"
2006-02-22,118.71,118.81,118.89,118.3,118.51,118.51,-0.2,443,"7,268","17,641"
2006-02-23,118.51,118.48,118.49,116.77,117.13,117.13,-1.38,145,"19,325","24,045"
2006-02-24,117.13,117.07,117.17,116.42,116.88,116.88,-0.25,146,"10,886","22,950"
2006-02-27,116.88,117.06,117.16,115.7,116.19,116.19,-0.69,144,"11,164","21,406"
2006-02-28,116.19,116.21,116.5,115.7,115.75,115.75,-0.44,143,"7,429","22,831"
2006-03-01,115.75,115.8,116.33,115.45,116.11,116.09,0.34,429,"10,751","22,916"
2006-03-02,116.09,116.05,116.43,115.78,115.89,115.89,-0.2,143,"6,489","23,385"
2006-03-03,115.89,115.93,116.8,115.56,116.45,116.49,0.6,144,"10,772","22,906"
2006-03-06,116.49,116.43,117.7,116.06,117.54,117.54,1.05,145,"12,621","20,814"
2006-03-07,117.54,117.65,118.06,117.35,117.88,117.88,0.34,144,"9,684","19,796"
2006-03-08,117.88,117.8,118.04,117.33,117.8,117.84,-0.04,433,"8,330","19,297"
2006-03-09,117.84,117.78,118.4,117.09,118.19,118.22,0.38,144,"17,854","19,087"
2006-03-10,118.22,118.17,119.16,118,119.09,119.09,0.87,146,"20,393","17,843"
2006-03-13,119.09,118.92,119.2,118.75,118.83,118.83,-0.26,146,"7,321","19,379"
2006-03-14,118.83,118.75,118.8,117.25,117.57,117.57,-1.26,146,"19,665","25,245"
2006-03-15,117.57,117.62,117.78,117.13,117.38,117.38,-0.19,434,"12,660","27,795"
2006-03-16,117.38,117.39,117.91,116.77,116.8,116.8,-0.58,289,"13,448","31,217"
2006-03-17,116.8,116.9,116.98,115.69,115.85,115.82,-0.98,143,"19,983","32,425"
2006-03-20,115.82,116.05,116.46,115.5,116.36,116.36,0.54,,"15,731","31,799"
2006-03-21,116.36,116.43,117.34,116.23,117.26,117.26,0.9,146,"14,142","31,662"
2006-03-22,117.26,117.25,117.41,116.57,117.01,117.01,-0.25,450,"10,237","33,088"
2006-03-23,117.01,117.06,117.96,116.75,117.88,117.91,0.9,150,"12,623","29,957"
2006-03-24,117.91,117.82,118.5,117.4,117.5,117.53,-0.38,153,"15,532","28,167"
2006-03-27,117.53,117.66,117.66,116.4,116.76,116.76,-0.77,152,"10,582","28,852"
2006-03-28,116.76,116.78,118.05,116.25,117.95,117.95,1.19,154,"20,754","27,297"
2006-03-29,117.95,117.78,118.22,117.5,117.81,117.81,-0.14,466,"12,725","25,990"
2006-03-30,117.81,117.79,117.94,117.1,117.34,117.34,-0.47,153,"13,629","26,981"
2006-03-31,117.34,117.32,118.16,117.13,117.73,117.71,0.37,153,"19,644","26,491"
2006-04-03,117.71,117.74,118.8,117.59,117.7,117.7,-0.01,154,"23,142","24,168"
2006-04-04,117.7,117.78,117.95,117.24,117.5,117.53,-0.17,153,"11,492","26,162"
2006-04-05,117.53,117.55,117.77,116.67,117.39,117.39,-0.14,458,"15,406","27,095"
2006-04-06,117.39,117.37,118,117.25,117.71,117.76,0.37,153,"9,472","25,345"
2006-04-07,117.76,117.8,118.4,117.41,118.28,118.32,0.56,154,"17,499","23,333"
2006-04-10,118.32,118.16,118.71,117.9,118.38,118.38,0.06,154,"10,741","22,330"
2006-04-11,118.38,118.34,118.91,118.2,118.27,118.27,-0.11,155,"10,632","23,220"
2006-04-12,118.27,118.33,118.6,117.82,118.52,118.52,0.25,469,"15,313","23,662"
2006-04-13,118.52,118.45,118.84,118.3,118.51,118.51,-0.01,157,"7,966","22,321"
2006-04-14,118.51,118.52,118.74,118.46,118.67,118.67,0.16,156,"2,844","22,047"
2006-04-17,118.67,118.57,118.57,117.52,117.74,117.77,-0.9,154,"19,915","31,259"
2006-04-18,117.77,117.78,118.23,117.09,117.11,117.15,-0.62,152,"14,439","35,153"
2006-04-19,117.15,117.06,117.96,116.75,117.23,117.26,0.11,461,"22,737","34,195"
2006-04-20,117.26,117.28,117.9,117.28,117.57,117.57,0.31,154,"8,683","33,924"
2006-04-21,117.57,117.41,117.77,116.74,116.79,116.79,-0.78,154,"15,138","40,121"
2006-04-24,116.79,115.57,115.98,114.24,114.62,114.62,-2.17,150,"31,571","48,158"
2006-04-25,114.62,114.77,115,114.29,114.83,114.83,0.21,150,"15,853","46,760"
2006-04-26,114.83,114.87,115.39,114.61,114.73,114.73,-0.1,455,"15,298","49,936"
2006-04-27,114.73,114.85,115.11,113.83,114.14,114.14,-0.59,152,"22,993","52,983"
2006-04-28,114.14,114.2,114.5,113.65,113.77,113.77,-0.37,920,"14,565","53,735"
2006-05-01,113.77,113.74,113.85,112.34,113.35,113.35,-0.42,153,"34,314","46,506"
2006-05-02,113.35,113.54,114.02,113.09,113.31,113.31,-0.04,,"17,020","46,841"
2006-05-03,113.31,113.4,113.85,112.89,113.58,113.58,0.27,,"12,769","45,333"
2006-05-04,113.58,113.65,114.17,113.25,113.63,113.63,0.05,,"16,046","46,872"
2006-05-05,113.63,113.53,114.03,112.25,112.38,112.43,-1.2,155,"25,805","50,993"
2006-05-08,112.43,111.97,112.19,110.99,111.61,111.61,-0.82,154,"22,778","49,309"
2006-05-09,111.61,111.78,111.95,110.87,111.03,111.07,-0.54,153,"16,710","48,704"
2006-05-10,111.07,111.07,111.25,110.1,110.5,110.5,-0.57,455,"20,409","47,318"
2006-05-11,110.5,110.62,111.52,110.1,110.71,110.69,0.19,153,"17,552","49,295"
2006-05-12,110.69,110.69,110.74,109.3,110.15,110.15,-0.54,151,"32,085","45,477"
2006-05-15,110.15,109.64,110.6,109.33,110.49,110.49,0.34,151,"19,964","42,813"
2006-05-16,110.49,110.44,110.87,109.65,109.71,109.71,-0.78,150,"15,496","44,651"
2006-05-17,109.71,109.69,111.35,108.97,110.99,110.97,1.26,454,"28,251","41,991"
2006-05-18,110.97,111.14,111.27,110.32,110.84,110.84,-0.13,152,"19,630","42,004"
2006-05-19,110.84,110.76,112.25,110.43,111.69,111.74,0.9,153,"20,842","41,013"
2006-05-22,111.74,111.74,112.93,111.3,111.54,111.52,-0.22,153,"18,195","43,741"
2006-05-23,111.52,111.42,112,110.95,111.9,111.9,0.38,152,"8,983","43,461"
2006-05-24,111.9,111.9,112.97,111.64,112.88,112.88,0.98,606,"19,054","40,618"
2006-05-25,112.88,112.9,112.97,111.67,111.75,111.75,-1.13,,"14,228","43,663"
2006-05-26,111.75,111.69,112.77,111.46,112.69,112.73,0.98,149,"12,001","41,313"
2006-05-29,112.73,112.68,112.68,112.16,112.42,112.42,-0.31,152,"6,091","40,427"
2006-05-30,112.42,112.4,112.81,111.63,112.11,112.11,-0.31,153,"22,118","42,875"
2006-05-31,112.11,112.18,112.7,111.45,112.6,112.6,0.49,457,"18,044","40,564"
2006-06-01,112.6,112.55,113.38,112.35,112.72,112.68,0.08,153,"21,463","38,452"
2006-06-02,112.68,112.59,112.95,111.32,111.66,111.66,-1.02,152,"21,905","42,382"
2006-06-05,111.66,111.67,112.33,111.42,112.25,112.25,0.59,153,"10,868","39,678"
2006-06-06,112.25,112.16,113.58,112.05,113.33,113.31,1.06,153,"22,833","34,482"
2006-06-07,113.31,113.23,113.7,112.92,113.6,113.58,0.27,465,"11,478","34,281"
2006-06-08,113.58,113.43,114.74,113.39,114.23,114.23,0.65,156,"25,890","32,184"
2006-06-09,114.23,114.13,114.35,113.55,113.95,113.95,-0.28,155,"30,952","34,069"
2006-06-12,113.95,114.16,114.6,113.97,114.39,114.39,0.44,154,"14,458","34,670"
2006-06-13,114.39,114.49,115.45,114.25,115.43,115.43,1.04,155,"39,561","29,285"
2006-06-14,115.43,115.31,115.42,114.45,115.07,115.07,-0.36,467,"38,200","33,122"
2006-06-15,115.07,114.93,115.21,114.63,114.79,114.79,-0.28,154,"25,572","31,931"
2006-06-16,114.79,114.85,115.2,114.55,115.1,115.1,0.31,155,"21,716","30,205"
2006-06-19,115.1,115.25,115.77,115.15,115.48,115.51,0.41,155,"22,609","32,540"
2006-06-20,115.51,115.5,115.64,114.61,114.96,114.96,-0.55,154,"14,649","35,628"
2006-06-21,114.96,114.89,115.22,114.37,114.89,114.89,-0.07,474,"14,551","33,132"
2006-06-22,114.89,114.81,116.3,114.68,116.13,116.13,1.24,161,"22,923","26,472"
2006-06-23,116.13,116.11,116.61,115.75,116.52,116.52,0.39,162,"18,230","25,725"
2006-06-26,116.52,116.53,116.55,116.09,116.28,116.28,-0.24,162,"10,090","27,539"
2006-06-27,116.28,116.27,116.71,115.85,116.27,116.27,-0.01,164,"18,001","28,648"
2006-06-28,116.27,116.27,116.49,116.06,116.47,116.47,0.2,512,"8,036","27,363"
2006-06-29,116.47,116.41,116.62,114.84,115.22,115.22,-1.25,332,"20,646","30,372"
2006-06-30,115.22,115.04,115.22,114.17,114.5,114.47,-0.75,,"21,438","32,921"
2006-07-03,114.47,114.32,114.96,114.1,114.69,114.69,0.22,164,"14,858","31,033"
2006-07-04,114.69,114.71,114.83,114.39,114.8,114.8,0.11,164,"7,293","32,037"
2006-07-05,114.8,114.92,115.8,114.59,115.77,115.77,0.97,495,"28,339","29,493"
2006-07-06,115.77,115.68,115.71,114.89,115.14,115.14,-0.63,164,"14,746","32,004"
2006-07-07,115.14,115.11,115.31,113.82,114,114,-1.14,163,"29,390","38,208"
2006-07-10,114,113.89,114.28,113.45,114.23,114.23,0.23,161,"12,445","37,108"
2006-07-11,114.23,114.21,114.7,113.93,114.25,114.25,0.02,161,"12,163","34,812"
2006-07-12,114.25,114.3,115.73,114.2,115.52,115.52,1.27,645,"21,499","29,951"
2006-07-13,115.52,115.47,115.53,115,115.39,115.39,-0.13,158,"13,713","30,614"
2006-07-14,115.39,115.41,116.4,115.34,116.13,116.13,0.74,,"27,514","26,517"
2006-07-17,116.13,116.33,117.3,116.16,117.25,117.25,1.12,157,"19,579","24,836"
2006-07-18,117.25,117.13,117.6,116.68,117.31,117.31,0.06,156,"21,115","22,752"
2006-07-19,117.31,117.27,117.88,116.65,116.88,116.88,-0.43,473,"30,510","26,412"
2006-07-20,116.88,116.83,117.05,116.57,117.02,117,0.12,156,"12,126","26,215"
2006-07-21,117,117.03,117.06,115.81,116.19,116.19,-0.81,157,"29,479","29,552"
2006-07-24,116.19,116.21,116.93,116.16,116.71,116.71,0.52,157,"11,445","27,157"
2006-07-25,116.71,116.67,117.41,116.54,117.28,117.28,0.57,158,"15,943","24,800"
2006-07-26,117.28,117.2,117.21,116.18,116.28,116.28,-1,475,"17,890","29,800"
2006-07-27,116.28,116.4,116.42,115.3,115.78,115.78,-0.5,157,"29,522","37,047"
2006-07-28,115.78,115.79,116.03,114.6,114.73,114.73,-1.05,156,"25,550","43,630"
2006-07-31,114.73,114.72,114.85,114.18,114.69,114.67,-0.06,155,"17,594","44,461"
2006-08-01,114.67,114.65,115.4,114.48,114.59,114.59,-0.08,155,"15,580","43,576"
2006-08-02,114.59,114.63,114.9,114.2,114.67,114.67,0.08,469,"13,653","44,859"
2006-08-03,114.67,114.65,115.3,114.56,115,115,0.33,157,"10,368","42,761"
2006-08-04,115,114.95,115.55,113.99,114.38,114.38,-0.62,157,"32,613","45,066"
2006-08-07,114.38,114.29,115.17,114.16,115.15,115.15,0.77,156,"15,664","43,290"
2006-08-08,115.15,115.22,115.4,114.5,115.31,115.31,0.16,156,"23,056","43,180"
2006-08-09,115.31,115.35,115.76,114.78,115.39,115.37,0.06,473,"16,334","45,605"
2006-08-10,115.37,115.3,115.62,114.69,115.32,115.3,-0.07,155,"22,463","43,313"
2006-08-11,115.3,115.25,116.46,115.13,116.33,116.37,1.07,157,"26,108","35,746"
2006-08-14,116.37,116.39,116.76,116.15,116.75,116.75,0.38,158,"12,229","33,411"
2006-08-15,116.75,116.63,116.72,115.84,116.11,116.11,-0.64,158,"23,841","36,600"
2006-08-16,116.11,116.11,116.39,115.65,115.87,115.87,-0.24,473,"26,313","39,992"
2006-08-17,115.87,115.85,116.18,115.18,115.97,115.97,0.1,158,"23,055","41,913"
2006-08-18,115.97,116.05,116.11,115.45,115.86,115.86,-0.11,158,"16,988","41,260"
2006-08-21,115.86,115.76,115.96,115.34,115.89,115.86,,157,"13,468","38,506"
2006-08-22,115.86,115.95,116.85,115.94,116.54,116.56,0.7,158,"20,843","31,801"
2006-08-23,116.56,116.49,116.63,116.1,116.4,116.4,-0.16,476,"15,186","33,045"
2006-08-24,116.4,116.38,116.6,116.15,116.56,116.56,0.16,158,"13,465","32,428"
