取引日,前日清算価格,始値,高値,安値,終値,当日清算価格,前日比,スワップポイント,取引数量,建玉数量
2009-03-13,97.69,97.68,98.66,97.13,98.05,98.05,0.36,21,"56,025","50,305"
2009-03-16,98.05,97.88,98.66,97.56,98.21,98.21,0.16,15,"39,495","51,140"
2009-03-17,98.21,98.16,98.98,98.16,98.59,98.59,0.38,27,"39,211","52,477"
2009-03-18,98.59,98.6,98.85,95.65,96.19,96.19,-2.4,-11,"66,212","46,571"
2009-03-19,96.19,96.03,96.62,93.54,94.57,94.57,-1.62,,"129,125","61,007"
2009-03-20,94.57,94.51,96.27,94.14,95.92,95.92,1.35,-1,"81,442","57,415"
2009-03-23,95.92,95.63,97.35,95.46,96.9,96.9,0.98,-1,"72,086","48,511"
2009-03-24,96.9,97.14,98.58,96.92,97.84,97.84,0.94,3,"54,815","43,075"
2009-03-25,97.84,97.88,98.36,96.91,97.58,97.58,-0.26,14,"52,699","44,477"
2009-03-26,97.58,97.69,98.86,97.45,98.8,98.8,1.22,21,"51,971","43,776"
2009-03-27,98.8,98.8,98.85,97.1,97.94,97.92,-0.88,15,"54,786","41,985"
2009-03-30,97.92,98.1,98.33,95.96,97.24,97.24,-0.68,2,"68,617","46,731"
2009-03-31,97.24,97.35,99.38,97.28,98.99,98.99,1.75,16,"65,082","46,819"
2009-04-01,98.99,98.88,99.48,98.22,98.55,98.55,-0.44,35,"57,339","46,117"
2009-04-02,98.55,98.63,99.91,98.39,99.54,99.54,0.99,15,"68,629","49,217"
2009-04-03,99.54,99.6,100.38,99.34,100.25,100.27,0.73,15,"80,384","49,155"
2009-04-06,100.27,100.28,101.45,100.24,101.03,101.03,0.76,15,"80,183","48,407"
2009-04-07,101.03,101.08,101.1,99.85,100.46,100.43,-0.6,15,"58,139","49,412"
2009-04-08,100.43,100.52,100.9,99.32,99.76,99.76,-0.67,37,"74,467","46,963"
2009-04-09,99.76,99.76,100.58,99.63,100.38,100.38,0.62,37,"42,877","52,038"
2009-04-10,100.38,100.47,100.74,100.2,100.33,100.33,-0.05,29,"20,765","51,512"
2009-04-13,100.33,100.4,100.74,99.85,100.14,100.14,-0.19,2,"38,152","49,980"
2009-04-14,100.14,100.12,100.44,98.74,98.99,98.99,-1.15,1,"80,370","58,255"
2009-04-15,98.99,98.8,99.67,98.14,99.35,99.35,0.36,17,"80,928","52,280"
2009-04-16,99.35,99.37,99.52,98.53,99.29,99.29,-0.06,1,"46,881","52,525"
2009-04-17,99.29,99.42,99.76,98.71,99.24,99.24,-0.05,,"50,163","52,141"
2009-04-20,99.24,99.23,99.42,97.65,97.94,97.94,-1.3,,"64,773","57,000"
2009-04-21,97.94,97.99,98.92,97.73,98.72,98.72,0.78,2,"44,973","54,781"
2009-04-22,98.72,98.68,98.76,97.58,97.95,97.95,-0.77,12,"46,840","56,922"
2009-04-23,97.95,98,98.44,97.63,97.98,97.98,0.03,-1,"45,121","58,953"
2009-04-24,97.98,98.05,98.07,96.63,97.1,97.1,-0.88,6,"79,704","63,970"
2009-04-27,97.1,96.84,97.12,96.42,96.76,96.76,-0.34,8,"47,238","66,082"
2009-04-28,96.76,96.71,96.74,95.62,96.44,96.42,-0.34,,"65,563","61,772"
2009-04-29,96.42,96.42,98,96.39,97.68,97.68,1.26,72,"55,373","63,765"
2009-04-30,97.68,97.66,99,97.15,98.64,98.66,0.98,19,"67,169","54,086"
2009-05-01,98.66,98.57,99.59,98.52,99.26,99.26,0.6,,"51,255","55,793"
2009-05-04,99.26,99.21,99.58,98.73,98.82,98.82,-0.44,,"28,860","54,629"
2009-05-05,98.82,98.97,99.22,98.61,98.92,98.92,0.1,,"31,586","57,352"
2009-05-06,98.92,98.93,99.09,97.94,98.28,98.3,-0.62,37,"51,575","55,607"
2009-05-07,98.3,98.46,99.75,98.34,99.11,99.11,0.81,13,"58,699","52,584"
2009-05-08,99.11,99.3,99.62,98.33,98.48,98.46,-0.65,12,"52,691","63,249"
2009-05-11,98.46,98.63,98.82,97.26,97.55,97.55,-0.91,11,"61,476","64,634"
2009-05-12,97.55,97.44,97.84,96.11,96.47,96.47,-1.08,6,"82,920","67,026"
2009-05-13,96.47,96.37,96.7,95.14,95.27,95.27,-1.2,18,"79,865","70,910"
2009-05-14,95.27,95.42,95.86,95.11,95.8,95.82,0.55,7,"49,920","72,771"
2009-05-15,95.82,95.94,96.2,94.73,95.13,95.13,-0.69,7,"68,968","75,655"
2009-05-18,95.13,95.11,96.47,94.56,96.3,96.3,1.17,7,"52,263","72,060"
2009-05-19,96.3,96.24,96.71,95.87,95.98,95.98,-0.32,7,"44,572","69,702"
2009-05-20,95.98,96.03,96.23,94.69,94.84,94.86,-1.12,27,"57,189","76,472"
2009-05-21,94.86,94.87,95.28,93.97,94.37,94.37,-0.49,,"83,088","81,018"
2009-05-22,94.37,94.36,94.92,93.85,94.81,94.81,0.44,7,"61,580","82,295"
2009-05-25,94.81,94.59,95.21,94.42,94.9,94.87,0.06,6,"42,299","79,261"
2009-05-26,94.87,94.89,95.15,94.52,94.96,94.94,0.07,7,"34,671","77,669"
2009-05-27,94.94,94.96,95.5,94.65,95.28,95.28,0.34,28,"39,515","77,246"
2009-05-28,95.28,95.31,97.25,95.27,96.79,96.79,1.51,11,"100,512","67,722"
2009-05-29,96.79,96.97,97.01,95,95.28,95.28,-1.51,7,"81,621","73,575"
2009-06-01,95.28,95.37,96.82,94.45,96.62,96.62,1.34,7,"138,585","67,977"
2009-06-02,96.62,96.5,96.65,95.33,95.7,95.7,-0.92,8,"78,954","70,184"
2009-06-03,95.7,95.64,96.43,95.38,95.97,95.99,0.29,25,"56,804","69,138"
2009-06-04,95.99,95.9,96.98,95.88,96.62,96.62,0.63,10,"44,789","71,601"
2009-06-05,96.62,96.65,98.9,96.56,98.86,98.86,2.24,11,"109,903","86,806"
2009-06-08,98.86,98.7,98.87,98.2,98.53,98.53,-0.33,11,"57,060","86,968"
2009-06-09,98.53,98.49,98.57,97.25,97.39,97.39,-1.14,10,"64,626","84,291"
2009-06-10,97.39,97.42,98.45,97.1,98.13,98.13,0.74,29,"57,434","87,753"
2009-06-11,98.13,98.25,98.57,97.28,97.6,97.6,-0.53,11,"67,007","85,334"
2009-06-12,97.6,97.66,98.43,97.48,98.38,98.38,0.78,10,"39,103","90,267"
2009-06-15,98.38,98.48,98.58,97.58,97.83,97.85,-0.53,10,"39,322","87,113"
2009-06-16,97.85,97.89,97.9,96.07,96.4,96.4,-1.45,10,"100,892","75,843"
2009-06-17,96.4,96.4,96.79,95.51,95.79,95.79,-0.61,25,"76,998","74,725"
2009-06-18,95.79,95.68,96.69,95.62,96.54,96.54,0.75,10,"51,285","78,592"
2009-06-19,96.54,96.59,97.19,96,96.2,96.2,-0.34,11,"45,892","79,227"
2009-06-22,96.2,96.26,96.32,95.72,95.89,95.89,-0.31,12,"35,059","78,743"
2009-06-23,95.89,95.92,95.96,94.88,95.22,95.22,-0.67,12,"65,721","74,054"
2009-06-24,95.22,95.23,96.08,95.03,95.63,95.63,0.41,33,"51,326","77,201"
2009-06-25,95.63,95.72,96.58,95.61,95.99,95.99,0.36,13,"58,418","82,733"
2009-06-26,95.99,96,96.05,95.04,95.21,95.21,-0.78,42,"44,564","78,165"
2009-06-29,95.21,95.27,96.17,95.15,96.04,96.04,0.83,10,"37,548","76,143"
2009-06-30,96.04,96.16,96.52,95.32,96.33,96.33,0.29,13,"68,343","78,048"
2009-07-01,96.33,96.36,96.99,96.17,96.64,96.64,0.31,37,"56,117","79,595"
2009-07-02,96.64,96.61,96.93,95.7,95.96,95.96,-0.68,11,"61,379","79,889"
2009-07-03,95.96,95.96,96.13,95.7,96.07,96.07,0.11,10,"23,061","79,761"
2009-07-06,96.07,96.03,96.03,94.66,95.34,95.34,-0.73,9,"91,966","84,785"
2009-07-07,95.34,95.36,95.46,94.7,94.89,94.89,-0.45,7,"43,744","87,061"
2009-07-08,94.89,94.81,94.87,91.79,92.9,92.88,-2.01,21,"135,251","81,785"
2009-07-09,92.88,92.67,93.6,92.37,93.01,93.01,0.13,7,"70,280","83,668"
2009-07-10,93.01,92.98,93.19,91.78,92.41,92.41,-0.6,7,"69,593","87,599"
2009-07-13,92.41,92.5,93.04,91.73,92.89,92.89,0.48,8,"68,559","86,688"
2009-07-14,92.89,93,93.77,92.71,93.67,93.65,0.76,7,"68,204","94,759"
2009-07-15,93.65,93.6,94.46,93.27,94.25,94.25,0.6,27,"51,491","94,667"
2009-07-16,94.25,94.25,94.46,93.26,93.89,93.89,-0.36,7,"55,596","97,808"
2009-07-17,93.89,93.79,94.37,93.48,94.34,94.34,0.45,,"32,726","95,499"
2009-07-20,94.34,94.26,94.79,94.12,94.24,94.24,-0.1,6,"59,285","78,121"
2009-07-21,94.24,94.25,94.4,93.28,93.74,93.74,-0.5,5,"51,092","84,417"
2009-07-22,93.74,93.63,93.87,93.09,93.57,93.57,-0.17,11,"43,816","86,095"
2009-07-23,93.57,93.6,95.3,93.53,95,95,1.43,7,"73,331","81,558"
2009-07-24,95,95.07,95.17,94.59,94.75,94.75,-0.25,8,"35,471","84,169"
2009-07-27,94.75,94.77,95.39,94.68,95.19,95.19,0.44,7,"39,606","92,686"
2009-07-28,95.19,95.22,95.26,94.04,94.57,94.56,-0.63,7,"53,809","87,630"
2009-07-29,94.56,94.5,95.37,94.01,95.05,95.02,0.46,20,"48,408","93,843"
2009-07-30,95.02,95.08,95.89,94.83,95.57,95.56,0.54,7,"66,331","103,196"
2009-07-31,95.56,95.59,95.91,94.5,94.64,94.64,-0.92,7,"74,236","100,571"
2009-08-03,94.64,94.82,95.43,94.58,95.27,95.27,0.63,7,"51,273","109,044"
2009-08-04,95.27,95.25,95.47,94.36,95.22,95.22,-0.05,8,"50,000","113,528"
2009-08-05,95.22,95.26,95.4,94.63,94.96,94.99,-0.23,21,"46,982","112,127"
2009-08-06,94.99,94.93,95.81,94.78,95.47,95.47,0.48,8,"46,006","122,072"
2009-08-07,95.47,95.44,97.79,95.05,97.53,97.51,2.04,9,"131,268","114,266"
2009-08-10,97.51,97.69,97.69,96.91,97.18,97.18,-0.33,8,"56,902","113,140"
2009-08-11,97.18,97.15,97.15,95.76,96,96,-1.18,7,"62,226","101,161"
2009-08-12,96,95.95,96.78,95.12,96.11,96.11,0.11,19,"70,279","99,350"
2009-08-13,96.11,96.1,96.5,95.03,95.36,95.39,-0.72,7,"61,103","97,008"
2009-08-14,95.39,95.4,95.46,94.42,94.8,94.8,-0.59,8,"58,997","95,389"
2009-08-17,94.8,94.68,94.87,94.2,94.46,94.46,-0.34,7,"42,905","92,824"
2009-08-18,94.46,94.5,95.3,94.35,94.72,94.72,0.26,7,"49,249","94,061"
2009-08-19,94.72,94.74,94.97,93.67,94.08,94.08,-0.64,14,"72,365","88,027"
2009-08-20,94.08,94.09,94.56,93.85,94.18,94.18,0.1,4,"47,040","87,789"
2009-08-21,94.18,94.19,94.72,93.42,94.32,94.32,0.14,5,"74,179","88,394"
2009-08-24,94.32,94.42,95.07,94.4,94.56,94.56,0.24,5,"87,577","128,153"
2009-08-25,94.56,94.51,94.69,93.8,94.19,94.19,-0.37,4,"80,338","138,647"
2009-08-26,94.19,94.21,94.63,93.87,94.24,94.24,0.05,13,"42,397","136,012"
2009-08-27,94.24,94.24,94.27,93.2,93.54,93.54,-0.7,5,"81,065","149,120"
2009-08-28,93.54,93.5,94.08,93.42,93.59,93.59,0.05,5,"55,158","149,136"
2009-08-31,93.59,93.5,93.53,92.55,93.14,93.14,-0.45,4,"78,412","156,335"
2009-09-01,93.14,92.97,93.45,92.81,92.94,92.94,-0.2,5,"55,256","156,137"
2009-09-02,92.94,92.93,93.07,92.06,92.18,92.2,-0.74,21,"154,591","120,152"
2009-09-03,92.2,92.24,92.79,91.95,92.66,92.66,0.46,,"50,578","117,329"
2009-09-04,92.66,92.63,93.26,92.27,93.01,93.01,0.35,5,"60,289","114,280"
2009-09-07,93.01,93.08,93.31,92.81,93.06,93.06,0.05,4,"32,707","116,887"
2009-09-08,93.06,93.05,93.09,92.03,92.33,92.33,-0.73,3,"67,527","134,559"
2009-09-09,92.33,92.32,92.6,91.61,92.03,92.05,-0.28,11,"82,392","142,243"
2009-09-10,92.05,91.97,92.27,91.42,91.75,91.75,-0.3,3,"62,415","144,028"
2009-09-11,91.75,91.77,91.8,90.21,90.64,90.66,-1.09,4,"137,022","155,515"
2009-09-14,90.66,90.3,91.14,90.19,90.93,90.93,0.27,3,"80,718","150,340"
2009-09-15,90.93,90.9,91.65,90.79,91.11,91.11,0.18,3,"64,259","145,701"
2009-09-16,91.11,91.03,91.37,90.12,90.94,90.94,-0.17,26,"104,141","147,238"
2009-09-17,90.94,90.9,91.63,90.52,91.1,91.1,0.16,5,"98,498","139,777"
2009-09-18,91.1,91.06,91.55,91.04,91.4,91.4,0.3,,"52,543","137,220"
2009-09-21,91.4,91.39,92.54,91.3,91.99,91.99,0.59,,"76,474","130,671"
2009-09-22,91.99,91.98,92.08,90.93,91.12,91.12,-0.87,,"75,068","141,825"
2009-09-23,91.12,91.19,91.55,90.48,91.31,91.31,0.19,16,"100,654","140,927"
2009-09-24,91.31,91.45,91.64,90.35,91.26,91.26,-0.05,5,"103,783","142,123"
2009-09-25,91.26,91.27,91.36,89.51,89.85,89.85,-1.41,4,"168,458","157,509"
2009-09-28,89.85,89.56,89.79,88.22,89.62,89.64,-0.21,11,"165,465","143,078"
2009-09-29,89.64,89.67,90.38,89.62,90.11,90.11,0.47,5,"75,163","142,401"
2009-09-30,90.11,90.15,90.41,89.34,89.69,89.69,-0.42,14,"67,915","150,079"
2009-10-01,89.69,89.74,90.17,89.41,89.65,89.65,-0.04,4,"58,587","146,545"
2009-10-02,89.65,89.59,89.93,88.6,89.76,89.76,0.11,4,"130,959","146,472"
2009-10-05,89.76,89.56,89.99,89.41,89.54,89.54,-0.22,4,"68,577","148,812"
2009-10-06,89.54,89.55,89.66,88.62,88.82,88.82,-0.72,5,"122,113","190,199"
2009-10-07,88.82,88.79,89.4,88,88.62,88.61,-0.21,19,"176,755","191,813"
2009-10-08,88.61,88.59,88.72,88.14,88.4,88.4,-0.21,5,"171,648","209,941"
2009-10-09,88.4,88.38,89.88,88.35,89.79,89.79,1.39,,"188,932","197,966"
2009-10-12,89.79,89.72,90.47,89.63,89.86,89.86,0.07,4,"153,804","212,326"
2009-10-13,89.86,89.83,90.2,89.43,89.66,89.68,-0.18,5,"103,905","214,769"
2009-10-14,89.68,89.72,89.91,88.83,89.41,89.41,-0.27,12,"153,437","230,568"
2009-10-15,89.41,89.35,90.79,89.27,90.55,90.57,1.16,4,"175,119","207,289"
2009-10-16,90.57,90.6,91.33,90.5,90.87,90.87,0.3,4,"135,954","203,661"
2009-10-19,90.87,90.96,91.12,90.36,90.55,90.55,-0.32,4,"109,088","212,748"
2009-10-20,90.55,90.69,91.08,90.07,90.76,90.76,0.21,3,"129,606","221,888"
2009-10-21,90.76,90.7,91.28,90.48,90.99,90.99,0.23,9,"105,684","214,727"
2009-10-22,90.99,91.02,91.72,90.78,91.29,91.29,0.3,3,"122,722","206,289"
2009-10-23,91.29,91.34,92.13,91.29,92.07,92.07,0.78,3,"149,316","177,363"
2009-10-26,92.07,92.05,92.29,91.57,92.17,92.17,0.1,3,"137,875","166,241"
2009-10-27,92.17,92.23,92.33,91.7,91.82,91.82,-0.35,3,"117,396","171,751"
2009-10-28,91.82,91.81,91.82,90.55,90.71,90.71,-1.11,10,"151,400","189,892"
2009-10-29,90.71,90.7,91.63,90.24,91.43,91.43,0.72,6,"159,878","186,074"
2009-10-30,91.43,91.47,91.59,89.91,90.01,90.01,-1.42,3,"177,454","191,879"
2009-11-02,90.01,89.53,90.7,89.19,90.29,90.29,0.28,,"162,153","186,661"
2009-11-03,90.29,90.38,90.59,89.87,90.35,90.33,0.04,2,"100,463","185,806"
2009-11-04,90.33,90.35,91.32,90.04,90.76,90.78,0.45,9,"123,161","176,621"
2009-11-05,90.78,90.83,90.87,90,90.72,90.72,-0.06,2,"130,524","174,366"
2009-11-06,90.72,90.74,90.87,89.61,89.95,89.95,-0.77,11,"268,971","156,287"
2009-11-09,89.95,89.85,90.27,89.69,89.98,89.98,0.03,,"71,273","158,249"
2009-11-10,89.98,89.98,90.19,89.68,89.83,89.83,-0.15,7,"105,112","162,585"
2009-11-11,89.83,89.82,90.05,89.28,89.85,89.85,0.02,15,"133,880","162,560"
2009-11-12,89.85,89.88,90.62,89.64,90.39,90.39,0.54,5,"117,534","178,285"
2009-11-13,90.39,90.4,90.43,89.46,89.67,89.67,-0.72,6,"112,564","161,520"
2009-11-16,89.67,89.61,89.72,88.75,89.09,89.09,-0.58,3,"146,009","169,012"
2009-11-17,89.09,89.14,89.55,88.73,89.27,89.27,0.18,2,"102,244","164,644"
2009-11-18,89.27,89.36,89.49,89.01,89.34,89.34,0.07,14,"62,556","163,813"
2009-11-19,89.34,89.33,89.45,88.64,89,89,-0.34,3,"85,758","172,241"
2009-11-20,89,88.97,89.14,88.67,89.01,89.01,0.01,,"43,682","169,488"
2009-11-23,89.01,88.85,89.2,88.57,88.99,88.99,-0.02,5,"71,366","170,887"
2009-11-24,88.99,89.06,89.06,88.35,88.52,88.52,-0.47,,"83,986","180,573"
2009-11-25,88.52,88.53,88.64,87.21,87.32,87.32,-1.2,7,"161,411","198,984"
2009-11-26,87.32,87.36,87.49,86.28,86.46,86.46,-0.86,1,"186,796","183,290"
2009-11-27,86.46,86.43,87.02,84.78,86.59,86.59,0.13,-3,"271,175","157,110"
2009-11-30,86.59,86.98,87.05,85.86,86.29,86.31,-0.28,5,"168,343","159,341"
2009-12-01,86.31,86.35,87.54,86.16,86.7,86.7,0.39,5,"153,784","162,924"
2009-12-02,86.7,86.74,87.5,86.61,87.38,87.38,0.68,13,"107,080","181,906"
2009-12-03,87.38,87.65,88.49,87.48,88.27,88.27,0.89,5,"155,390","188,919"
2009-12-04,88.27,88.4,90.78,88,90.51,90.51,2.24,5,"203,795","201,167"
2009-12-07,90.51,90.19,90.38,89.03,89.49,89.49,-1.02,6,"127,335","196,836"
2009-12-08,89.49,89.41,89.45,88.17,88.45,88.45,-1.04,5,"138,497","181,840"
2009-12-09,88.45,88.35,88.7,87.36,87.9,87.9,-0.55,11,"120,396","172,951"
2009-12-10,87.9,88.02,88.46,87.73,88.24,88.21,0.31,6,"71,570","173,868"
2009-12-11,88.21,88.32,89.82,88.2,89.07,89.07,0.86,5,"145,683","188,511"
2009-12-14,89.07,88.99,89.35,88.32,88.6,88.6,-0.47,5,"97,108","171,288"
2009-12-15,88.6,88.71,89.96,88.61,89.67,89.67,1.07,5,"103,117","181,002"
2009-12-16,89.67,89.67,90,89.38,89.76,89.76,0.09,15,"70,268","187,313"
2009-12-17,89.76,89.81,90.38,89.55,89.94,89.94,0.18,5,"103,324","191,743"
2009-12-18,89.94,89.92,90.92,88.77,90.35,90.35,0.41,10,"145,292","201,556"
2009-12-21,90.35,90.47,91.25,90.24,91.09,91.09,0.74,20,"74,122","203,698"
2009-12-22,91.09,91.19,91.88,90.99,91.85,91.85,0.76,,"81,630","207,211"
2009-12-23,91.85,91.84,91.89,91.3,91.63,91.63,-0.22,,"61,078","218,024"
2009-12-24,91.63,91.63,91.8,91.12,91.55,91.55,-0.08,16,"61,459","214,714"
2009-12-25,91.55,91.69,91.69,91.29,91.43,91.43,-0.12,15,"5,916","214,796"
2009-12-28,91.43,91.46,91.79,91.4,91.62,91.62,0.19,40,"24,066","214,582"
2009-12-29,91.62,91.64,92.09,91.52,91.99,91.99,0.37,13,"47,645","216,006"
2009-12-30,91.99,92.01,92.78,91.89,92.41,92.41,0.42,,"91,839","216,936"
2009-12-31,92.41,92.46,93.2,91.89,92.87,92.87,0.46,8,"78,891","216,080"
2010-01-04,92.87,93.11,93.23,92.17,92.53,92.53,-0.34,8,"93,864","212,420"
2010-01-05,92.53,92.4,92.55,91.24,91.68,91.68,-0.85,8,"86,281","205,973"
2010-01-06,91.68,91.76,92.75,91.52,92.3,92.3,0.62,23,"73,067","211,660"
2010-01-07,92.3,92.35,93.42,92.09,93.27,93.27,0.97,8,"91,272","217,864"
2010-01-08,93.27,93.63,93.68,92.23,92.63,92.63,-0.64,,"262,800","219,771"
2010-01-11,92.63,92.57,92.66,91.82,92.13,92.13,-0.5,7,"189,208","275,180"
2010-01-12,92.13,92.12,92.43,90.72,91.02,91.02,-1.11,7,"265,157","237,419"
2010-01-13,91.02,91.08,91.57,90.9,91.41,91.41,0.39,21,"131,333","239,026"
2010-01-14,91.41,91.35,92.05,90.84,91.18,91.17,-0.24,,"153,775","192,926"
2010-01-15,91.17,91.27,91.33,90.58,90.84,90.84,-0.33,6,"189,034","192,682"
2010-01-18,90.84,90.83,91.07,90.61,90.77,90.77,-0.07,8,"99,535","193,265"
2010-01-19,90.77,90.68,91.27,90.32,91.14,91.14,0.37,5,"323,379","203,691"
2010-01-20,91.14,91.12,91.46,90.79,91.23,91.23,0.09,10,"113,545","193,376"
2010-01-21,91.23,91.27,91.88,90.13,90.47,90.47,-0.76,4,"163,223","182,510"
2010-01-22,90.47,90.37,90.57,89.78,89.88,89.88,-0.59,5,"251,140","179,967"
2010-01-25,89.88,90.12,90.35,89.81,90.28,90.28,0.4,4,"126,314","203,689"
2010-01-26,90.28,90.27,90.56,89.34,89.66,89.64,-0.64,5,"191,548","178,139"
2010-01-27,89.64,89.62,90.09,89.13,89.95,89.95,0.31,10,"77,327","177,113"
2010-01-28,89.95,90.05,90.56,89.63,89.91,89.91,-0.04,4,"78,777","179,540"
2010-01-29,89.91,89.91,90.94,89.59,90.24,90.24,0.33,4,"88,513","186,563"
2010-02-01,90.24,90.26,90.95,89.99,90.62,90.62,0.38,4,"61,937","192,672"
2010-02-02,90.62,90.72,90.92,90.26,90.4,90.4,-0.22,5,"51,012","187,779"
2010-02-03,90.4,90.44,91.29,90.08,90.99,90.99,0.59,12,"102,694","194,267"
2010-02-04,90.99,91.01,91.08,88.54,89.05,89.05,-1.94,3,"146,715","165,360"
2010-02-05,89.05,89.09,89.9,88.82,89.37,89.37,0.32,3,"111,719","165,166"
2010-02-08,89.37,89.35,89.57,89.14,89.32,89.29,-0.08,9,"35,089","164,828"
2010-02-09,89.29,89.26,89.81,89.2,89.71,89.71,0.42,17,"42,143","165,985"
2010-02-10,89.71,89.8,90.07,89.24,89.9,89.9,0.19,,"52,413","170,090"
2010-02-11,89.9,89.96,90.15,89.56,89.74,89.74,-0.16,,"42,725","168,944"
2010-02-12,89.74,89.74,90.43,89.59,90,90,0.26,7,"82,596","180,144"
2010-02-15,90,90.06,90.23,89.91,90.02,90.02,0.02,6,"25,055","180,944"
2010-02-16,90.02,90,90.52,89.7,90.17,90.17,0.15,6,"49,587","185,100"
2010-02-17,90.17,90.21,91.4,90.15,91.23,91.23,1.06,13,"81,791","192,995"
2010-02-18,91.23,91.12,91.8,90.56,91.78,91.78,0.55,2,"158,487","248,003"
2010-02-19,91.78,92,92.16,91.59,91.61,91.61,-0.17,3,"77,180","240,057"
2010-02-22,91.61,91.53,91.91,91.02,91.16,91.16,-0.45,3,"46,056","247,599"
2010-02-23,91.16,91.2,91.3,89.91,90.22,90.22,-0.94,3,"79,044","258,812"
2010-02-24,90.22,90.22,90.37,89.75,90.14,90.14,-0.08,10,"48,690","263,087"
2010-02-25,90.14,90.2,90.33,88.8,89.15,89.15,-0.99,2,"80,339","269,538"
2010-02-26,89.15,89.18,89.51,88.74,88.86,88.86,-0.29,1,"62,112","274,733"
2010-03-01,88.86,89.09,89.49,88.81,89.12,89.12,0.26,1,"58,436","272,086"
2010-03-02,89.12,89.19,89.38,88.55,88.81,88.81,-0.31,2,"37,791","276,349"
2010-03-03,88.81,88.77,89,88.32,88.48,88.48,-0.33,4,"64,414","280,442"
2010-03-04,88.48,88.51,89.26,88.13,89.1,89.1,0.62,1,"69,746","272,959"
2010-03-05,89.1,89.1,90.6,89.07,90.35,90.35,1.25,,"96,276","237,106"
2010-03-08,90.35,90.4,90.69,90.15,90.28,90.28,-0.07,1,"36,495","236,478"
2010-03-09,90.28,90.29,90.33,89.63,89.97,89.97,-0.31,1,"47,570","239,992"
2010-03-10,89.97,89.88,90.83,89.86,90.49,90.49,0.52,6,"53,793","233,550"
2010-03-11,90.49,90.54,90.72,90.2,90.51,90.51,0.02,1,"33,044","232,681"
2010-03-12,90.51,90.6,91.1,90.16,90.48,90.48,-0.03,,"66,668","231,037"
2010-03-15,90.48,90.58,90.81,90.35,90.52,90.54,0.06,1,"37,826","231,453"
2010-03-16,90.54,90.5,90.74,89.98,90.33,90.33,-0.21,1,"67,800","233,676"
2010-03-17,90.33,90.26,90.72,90.02,90.28,90.28,-0.05,10,"60,235","237,299"
2010-03-18,90.28,90.36,90.81,89.75,90.39,90.39,0.11,1,"95,304","234,632"
2010-03-19,90.39,90.34,90.72,90.33,90.58,90.55,0.16,,"41,797","231,893"
2010-03-22,90.55,90.53,90.78,89.83,90.15,90.15,-0.4,1,"68,532","248,213"
2010-03-23,90.15,90.09,90.48,90.06,90.4,90.4,0.25,2,"35,842","242,519"
2010-03-24,90.4,90.42,92.41,90.35,92.25,92.25,1.85,15,"163,252","260,153"
2010-03-25,92.25,92.2,92.96,91.75,92.69,92.69,0.44,4,"157,971","265,251"
2010-03-26,92.69,92.7,92.9,92.3,92.5,92.5,-0.19,5,"115,956","263,165"
2010-03-29,92.5,92.46,92.79,92.35,92.48,92.48,-0.02,20,"48,695","261,989"
2010-03-30,92.48,92.55,93.03,92.12,92.81,92.81,0.33,6,"101,161","264,903"
2010-03-31,92.81,92.84,93.64,92.74,93.46,93.46,0.65,14,"130,512","262,665"
2010-04-01,93.46,93.47,94.05,93.27,93.79,93.79,0.33,7,"82,438","261,646"
2010-04-02,93.79,93.87,94.7,93.46,94.52,94.56,0.77,7,"121,391","254,448"
2010-04-05,94.56,94.59,94.67,94.07,94.37,94.37,-0.19,8,"54,099","242,437"
2010-04-06,94.37,94.38,94.38,93.66,93.82,93.8,-0.57,8,"71,417","243,086"
2010-04-07,93.8,93.78,94.27,93.14,93.33,93.33,-0.47,22,"83,225","238,177"
2010-04-08,93.33,93.26,93.49,92.83,93.41,93.41,0.08,9,"71,415","237,461"
2010-04-09,93.41,93.37,93.79,93.11,93.19,93.19,-0.22,10,"57,136","235,042"
2010-04-12,93.19,93.06,93.61,93.02,93.26,93.26,0.07,8,"57,290","239,480"
2010-04-13,93.26,93.19,93.42,92.57,93.19,93.19,-0.07,8,"109,459","233,771"
2010-04-14,93.19,93.23,93.76,92.82,93.24,93.24,0.05,26,"100,103","232,208"
2010-04-15,93.24,93.24,93.53,92.86,93.03,93.03,-0.21,9,"67,151","232,265"
2010-04-16,93.03,93.09,93.15,91.9,92.13,92.13,-0.9,4,"128,681","226,717"
2010-04-19,92.13,92.1,92.48,91.59,92.39,92.41,0.28,5,"110,485","208,900"
2010-04-20,92.41,92.45,93.4,92.4,93.22,93.22,0.81,9,"84,295","216,318"
2010-04-21,93.22,93.23,93.45,92.93,93.17,93.17,-0.05,24,"67,889","213,463"
2010-04-22,93.17,93.17,93.61,92.74,93.49,93.49,0.32,9,"97,195","213,286"
2010-04-23,93.49,93.49,94.35,93.32,94.01,94.01,0.52,9,"105,617","206,372"
2010-04-26,94.01,94.18,94.37,93.92,93.99,93.99,-0.02,15,"71,236","195,972"
2010-04-27,93.99,94,94.04,92.8,93.27,93.27,-0.72,37,"162,443","193,196"
2010-04-28,93.27,93.07,94.34,93,94.07,94.07,0.8,,"112,659","177,296"
2010-04-29,94.07,94.17,94.27,93.85,94.03,94.03,-0.04,6,"70,263","178,008"
2010-04-30,94.03,94.09,94.62,93.87,93.93,93.93,-0.1,,"200,574","181,042"
